,X,Y
0,0.0,114.74555257684725
1,1.0,113.3475164499084
2,2.0,112.48963840357732
3,3.0,112.05566432840251
4,4.0,111.94630774558118
5,5.0,112.07742554734669
6,6.0,112.37834427869217
7,7.0,112.79032728904514
8,8.0,113.26517356295541
9,9.0,113.76393950146354
10,10.0,114.25577537103277
11,11.0,114.71686856519804
12,12.0,115.12948623585227
13,13.0,115.48111024678714
14,14.0,115.76365778216213
15,15.0,115.97278130741388
16,16.0,116.10724193015719
17,17.0,116.16835054427874
18,18.0,116.15947146209224
19,19.0,116.08558354750751
20,20.0,115.95289415806141
21,21.0,115.76850148575117
22,22.0,115.54010115628442
23,23.0,115.27573320398903
24,24.0,114.98356578557993
25,25.0,114.67171223062276
26,26.0,114.34807825022224
27,27.0,114.02023633854778
28,28.0,113.69532460463525
29,29.0,113.37996746480836
30,30.0,113.08021580938271
31,31.0,112.80150443136836
32,32.0,112.54862467000363
33,33.0,112.32571037843383
34,34.0,112.13623547301404
35,35.0,111.98302146185561
36,36.0,111.86825348265299
37,37.0,111.7935035048045
38,38.0,111.75975946866575
39,39.0,111.76745924571513
40,40.0,111.81652840774632
41,41.0,111.90642089118808
42,42.0,112.03616173455151
43,43.0,112.2043911530664
44,44.0,112.40940929503219
45,45.0,112.64922109952673
46,46.0,112.92158074511813
47,47.0,113.22403524429849
48,48.0,113.5539667988318
49,49.0,113.90863358713126
50,50.0,114.28520870653126
51,51.0,114.6808170410027
52,52.0,115.09256986866137
53,53.0,115.51759706363158
54,54.0,115.9530767834954
55,55.0,116.39626256701047
56,56.0,116.84450779706225
57,57.0,117.29528751116054
58,58.0,117.74621756643411
59,59.0,118.19507118793773
60,60.0,118.6397929486602
61,61.0,119.0785102467383
62,62.0,119.50954236041846
63,63.0,119.93140717419112
64,64.0,120.34282568065498
65,65.0,120.74272437184761
66,66.0,121.1302356414767
67,67.0,121.50469632547055
68,68.0,121.86564451298395
69,69.0,122.2128147632869
70,70.0,122.54613186613433
71,71.0,122.86570328412398
72,72.0,123.1718104156846
73,73.0,123.46489881631112
74,74.0,123.74556751383993
75,75.0,124.01455755127537
76,76.0,124.27273988714461
77,77.0,124.52110277983094
78,78.0,124.76073877788052
79,79.0,124.99283143345596
80,80.0,125.21864185111482
81,81.0,125.43949517811598
82,82.0,125.65676713736153
83,83.0,125.87187069722427
84,84.0,126.0862429668687
85,85.0,126.30133239915207
86,86.0,126.51858637661171
87,87.0,126.73943924970669
88,88.0,126.96530089014789
89,89.0,127.19754581494063
90,90.0,127.4375029315463
91,91.0,127.68644594697459
92,92.0,127.94558447838526
93,93.0,128.21605589591277
94,94.0,128.49891792340824
95,95.0,128.7951420158438
96,96.0,129.1056075279967
97,97.0,129.431096682317
98,98.0,129.77229034001778
99,99.0,130.12976457344655
100,100.0,130.50398803408717
101,101.0,130.89532010594615
102,102.0,131.3040098294059
103,103.0,131.73019557762407
104,104.0,132.17390546381486
105,105.0,132.635058453954
106,106.0,133.11346615716047
107,107.0,133.60883526297803
108,108.0,134.1207705922944
109,109.0,134.64877872637078
110,110.0,135.1922721777279
111,111.0,135.7505740620547
112,112.0,136.32292323329776
113,113.0,136.90847983899462
114,114.0,137.50633125432836
115,115.0,138.1154983514086
116,116.0,138.73494206221432
117,117.0,139.36357018975454
118,118.0,140.00024442537065
119,119.0,140.64378752981213
120,120.0,141.29299063321042
121,121.0,141.9466206149034
122,122.0,142.60342751889
123,123.0,143.26215196805504
124,124.0,143.9215325348753
125,125.0,144.5803130332583
126,126.0,145.23724969415625
127,127.0,145.89111818981792
128,128.0,146.54072047347594
129,129.0,147.18489140454835
130,130.0,147.82250512711323
131,131.0,148.45248117581767
132,132.0,149.07379028188458
133,133.0,149.68545985727735
134,134.0,150.28657913365646
135,135.0,150.8763039354571
136,136.0,151.4538610736263
137,137.0,152.01855234002966
138,138.0,152.56975809080288
139,139.0,153.10694040824004
140,140.0,153.62964583276644
141,141.0,154.1375076543442
142,142.0,154.6302477626683
143,143.0,155.10767805195331
144,144.0,155.56970137765643
145,145.0,156.01631206798078
146,146.0,156.44759599595997
147,147.0,156.86373020730554
148,148.0,157.2649821268817
149,149.0,157.6517083332867
150,150.0,158.02435292665177
151,151.0,158.38344549385965
152,152.0,158.72959868682003
153,153.0,159.06350542471162
154,154.0,159.38593574361406
155,155.0,159.69773329906542
156,156.0,159.99981155046987
157,157.0,160.29314964324587
158,158.0,160.57878800377335
159,159.0,160.85782366994687
160,160.0,161.13140539125584
161,161.0,161.4007285011663
162,162.0,161.66702959164863
163,163.0,161.93158102883592
164,164.0,162.1956853054891
165,165.0,162.46066927492245
166,166.0,162.7278782894746
167,167.0,162.9986702504944
168,168.0,163.27440961908664
169,169.0,163.55646138716642
170,170.0,163.8461850576432
171,171.0,164.14492863205643
172,172.0,164.45402264416808
173,173.0,164.77477426476034
174,174.0,165.1084614945289
175,175.0,165.45632745307336
176,176.0,165.8195748173832
177,177.0,166.19936040980548
178,178.0,166.5967899406506
179,179.0,167.0129129664025
180,180.0,167.44871803677086
181,181.0,167.9051280761234
182,182.0,168.38299601263992
183,183.0,168.88310065432995
184,184.0,169.4061428516436
185,185.0,169.9527419282355
186,186.0,170.5234324180019
187,187.0,171.1186611185525
188,188.0,171.73878445654
189,189.0,172.38406616457092
190,190.0,173.0546753307354
191,191.0,173.750684752134
192,192.0,174.47206964993967
193,193.0,175.2187067459542
194,194.0,175.99037368253877
195,195.0,176.78674878429112
196,196.0,177.60741120161512
197,197.0,178.4518413915433
198,198.0,179.31942197184958
199,199.0,180.20943889632997
200,200.0,181.12108300082508
201,201.0,182.0534518885762
202,202.0,183.00555212627472
203,203.0,183.9763018168611
204,204.0,184.96453344269554
205,205.0,185.96899705098411
206,206.0,186.98836371461599
207,207.0,188.02122932779042
208,208.0,189.06611863078683
209,209.0,190.1214895070997
210,210.0,191.1857375771332
211,211.0,192.25720096618753
212,212.0,193.33416536184194
213,213.0,194.41486919811996
214,214.0,195.49750910674453
215,215.0,196.5802455080033
216,216.0,197.66120834601367
217,217.0,198.73850299292275
218,218.0,199.81021626622493
219,219.0,200.8744224930902
220,220.0,201.92918977056948
221,221.0,202.97258619122434
222,222.0,204.00268612275008
223,223.0,205.01757661033608
224,224.0,206.01536361918602
225,225.0,206.99417843567073
226,226.0,207.9521838806831
227,227.0,208.88758061610622
228,228.0,209.79861324713826
229,229.0,210.68357642384277
230,230.0,211.54082074686505
231,231.0,212.36875862603068
232,232.0,213.16586998083835
233,233.0,213.93070770235266
234,234.0,214.661902921634
235,235.0,215.35817026642673
236,236.0,216.0183125797766
237,237.0,216.6412257429381
238,238.0,217.22590291522127
239,239.0,217.77143879580063
240,240.0,218.27703337217628
241,241.0,218.74199555977023
242,242.0,219.1657463242493
243,243.0,219.54782170615624
244,244.0,219.88787536155343
245,245.0,220.1856807438425
246,246.0,220.44113307450374
247,247.0,220.6542507268919
248,248.0,220.8251764398379
249,249.0,220.95417811156724
250,250.0,221.04164915226264
251,251.0,221.0881083525173
252,252.0,221.09419955917951
253,253.0,221.0606909527927
254,254.0,220.9884736473363
255,255.0,220.87856022037022
256,256.0,220.73208264151506
257,257.0,220.55028992899898
258,258.0,220.33454525802662
259,259.0,220.08632285369976
260,260.0,219.8072044362991
261,261.0,219.49887521306053
262,262.0,219.16311960692087
263,263.0,218.80181652613285
264,264.0,218.41693458706828
265,265.0,218.01052639334085
266,266.0,217.5847231124016
267,267.0,217.14172854133164
268,268.0,216.68381250925967
269,269.0,216.21330479601738
270,270.0,215.7325879423331
271,271.0,215.2440903362318
272,272.0,214.75027909411708
273,273.0,214.25365226409798
274,274.0,213.75673147485935
275,275.0,213.26205399385896
276,276.0,212.7721649401076
277,277.0,212.28960917002792
278,278.0,211.81692306183407
279,279.0,211.35662642994575
280,280.0,210.91121452561043
281,281.0,210.4831492766122
282,282.0,210.07485206076902
283,283.0,209.6886946939121
284,284.0,209.32699167834664
285,285.0,208.991992482316
286,286.0,208.68587363007563
287,287.0,208.41073110378233
288,288.0,208.16857273700742
289,289.0,207.96131126941543
290,290.0,207.79075740813406
291,291.0,207.6586128873979
292,292.0,207.56646447593954
293,293.0,207.5157780522643
294,294.0,207.5078918985194
295,295.0,207.54401323815762
296,296.0,207.6252116516411
297,297.0,207.75241566373916
298,298.0,207.92640859888337
299,299.0,208.1478244748421
300,300.0,208.41714602846497
301,301.0,208.7347013315478
302,302.0,209.10066250324064
303,303.0,209.51504373639682
304,304.0,209.9777008313225
305,305.0,210.4883303105884
306,306.0,211.04647066117792
307,307.0,211.65150219369488
308,308.0,212.3026493440957
309,309.0,212.99898214709188
310,310.0,213.73941885631183
311,311.0,214.52272925711583
312,312.0,215.3475386568802
313,313.0,216.21233228941858
314,314.0,217.11545972382925
315,315.0,218.0551401276013
316,316.0,219.02946992101008
317,317.0,220.03642755729476
318,318.0,221.07388093959656
319,319.0,222.13959584981853
320,320.0,223.23124250243677
321,321.0,224.34640540836995
322,322.0,225.48259068392628
323,323.0,226.6372370185353
324,324.0,227.80772283454002
325,325.0,228.9913784525474
326,326.0,230.18549486539052
327,327.0,231.38733373483922
328,328.0,232.59413911888748
329,329.0,233.80314676555577
330,330.0,235.01159604878606
331,331.0,236.21673899781982
332,332.0,237.41585422752627
333,333.0,238.60625228059678
334,334.0,239.7852926775931
335,335.0,240.9503896390117
