,X,Y
0,0.0,71.46508324366106
1,1.0,71.94869338832753
2,2.0,72.32039372077013
3,3.0,72.6067955221032
4,4.0,72.82982662789958
5,5.0,73.00736372087214
6,6.0,73.15379889974595
7,7.0,73.28054578561105
8,8.0,73.39649010587316
9,9.0,73.50838938923106
10,10.0,73.62122611246166
11,11.0,73.73851836074762
12,12.0,73.86259179741049
13,13.0,73.99481648579003
14,14.0,74.13581186522197
15,15.0,74.28562295420438
16,16.0,74.44387063650375
17,17.0,74.60987867974289
18,18.0,74.78277994054682
19,19.0,74.96160402521792
20,20.0,75.14534849979947
21,21.0,75.33303557789638
22,22.0,75.52375605840237
23,23.0,75.7167021379761
24,24.0,75.9111905843792
25,25.0,76.10667762629411
26,26.0,76.30276679265629
27,27.0,76.49921081953866
28,28.0,76.69590863490504
29,29.0,76.89289833079562
30,30.0,77.0903469384235
31,31.0,77.28853773395463
32,32.0,77.48785572112975
33,33.0,77.68877186108882
34,34.0,77.89182654950703
35,35.0,78.09761277618284
36,36.0,78.30675934227683
37,37.0,78.51991445523967
38,38.0,78.73772997084251
39,39.0,78.96084650540365
40,40.0,79.18987959906191
41,41.0,79.42540707255756
42,42.0,79.66795768523572
43,43.0,79.91800117068034
44,44.0,80.17593969830686
45,45.0,80.44210078421247
46,46.0,80.71673165240479
47,47.0,80.99999502802788
48,48.0,81.29196632720479
49,49.0,81.59263219344662
50,50.0,81.90189031808953
51,51.0,82.21955047174113
52,52.0,82.54533666511612
53,53.0,82.87889035075679
54,54.0,83.21977457184998
55,55.0,83.56747896051421
56,56.0,83.9214254854408
57,57.0,84.2809748474838
58,58.0,84.64543342160871
59,59.0,85.01406064442011
60,60.0,85.38607674818391
61,61.0,85.76067074473592
62,62.0,86.13700856585558
63,63.0,86.51424127047082
64,64.0,86.8915132333723
65,65.0,87.26797023487364
66,66.0,87.64276737599585
67,67.0,88.01507674916357
68,68.0,88.38409480012855
69,69.0,88.74904932262903
70,70.0,89.10920603329657
71,71.0,89.4638746803812
72,72.0,89.81241464591184
73,73.0,90.15424000691534
74,74.0,90.48882402740381
75,75.0,90.81570305855178
76,76.0,91.1344798303871
77,77.0,91.44482612376797
78,78.0,91.7464848168694
79,79.0,92.03927130550372
80,80.0,92.32307430158556
81,81.0,92.59785601862075
82,82.0,92.86365175758806
83,83.0,93.12056891058057
84,84.0,93.36878540343315
85,85.0,93.60854760202852
86,86.0,93.84016771014869
87,87.0,94.06402068959399
88,88.0,94.28054073585758
89,89.0,94.49021734474934
90,90.0,94.69359100752706
91,91.0,94.891248573192
92,92.0,95.0838183184508
93,93.0,95.27196476637265
94,94.0,95.456383295573
95,95.0,95.63779458213634
96,96.0,95.81693891674094
97,97.0,95.99457043863531
98,98.0,96.17145132883925
99,99.0,96.34834600285444
100,100.0,96.52601534337062
101,101.0,96.7052110118277
102,102.0,96.88666987624924
103,103.0,97.07110859163703
104,104.0,97.25921836694945
105,105.0,97.45165995142578
106,106.0,97.6490588704663
107,107.0,97.85200093958791
108,108.0,98.06102808206575
109,109.0,98.27663447452724
110,110.0,98.49926304121826
111,111.0,98.7293023157238
112,112.0,98.96708368690393
113,113.0,99.21287904150543
114,114.0,99.46689881552993
115,115.0,99.72929046203002
116,116.0,100.00013734107807
117,117.0,100.27945803520795
118,118.0,100.5672060911468
119,119.0,100.86327018507764
120,120.0,101.16747470765318
121,121.0,101.4795807619423
122,122.0,101.7992875648116
123,123.0,102.12623424101665
124,124.0,102.46000199546846
125,125.0,102.80011664969578
126,126.0,103.14605152407559
127,127.0,103.4972306466288
128,128.0,103.85303226858291
129,129.0,104.21279266347253
130,130.0,104.57581018689511
131,131.0,104.94134957086771
132,132.0,105.30864642897657
133,133.0,105.67691194294622
134,134.0,106.04533770531913
135,135.0,106.41310068795362
136,136.0,106.77936830996497
137,137.0,107.14330357398245
138,138.0,107.50407024235476
139,139.0,107.86083802586762
140,140.0,108.21278775243556
141,141.0,108.55911649134467
142,142.0,108.89904260050687
143,143.0,109.231810673805
144,144.0,109.55669635603991
145,145.0,109.8730110066519
146,146.0,110.18010617839735
147,147.0,110.47737789552417
148,148.0,110.76427070315242
149,149.0,111.04028146701256
150,150.0,111.30496290664044
151,151.0,111.55792683863933
152,152.0,111.7988471209789
153,153.0,112.02746226821475
154,154.0,112.24357774547664
155,155.0,112.44706790509835
156,156.0,112.63787757924965
157,157.0,112.81602329877907
158,158.0,112.98159415157161
159,159.0,113.13475225983643
160,160.0,113.27573288301745
161,161.0,113.40484414425518
162,162.0,113.52246638141604
163,163.0,113.62905111901304
164,164.0,113.72511968080511
165,165.0,113.8112614332679
166,166.0,113.8881316825221
167,167.0,113.95644922740945
168,168.0,114.01699357684103
169,169.0,114.07060185917219
170,170.0,114.11816542179298
171,171.0,114.16062615519138
172,172.0,114.19897253662012
173,173.0,114.23423544016109
174,174.0,114.26748370873457
175,175.0,114.29981952628951
176,176.0,114.33237360229384
177,177.0,114.36630019621396
178,178.0,114.40277201606773
179,179.0,114.44297498495685
180,180.0,114.48810293918116
181,181.0,114.539352255223
182,182.0,114.59791645421578
183,183.0,114.66498077592425
184,184.0,114.74171678966755
185,185.0,114.82927703955653
186,186.0,114.92878975712871
187,187.0,115.04135366287304
188,188.0,115.16803290264464
189,189.0,115.30985210616126
190,190.0,115.46779162193089
191,191.0,115.64278294484473
192,192.0,115.83570433396717
193,193.0,116.04737668786606
194,194.0,116.27855964805464
195,195.0,116.52994798675024
196,196.0,116.80216826463318
197,197.0,117.09577580378283
198,198.0,117.41125196435115
199,199.0,117.74900176044
200,200.0,118.10935180721643
201,201.0,118.49254861285152
202,202.0,118.89875724071746
203,203.0,119.3280603207819
204,204.0,119.78045742367419
205,205.0,120.25586482418151
206,206.0,120.75411561367551
207,207.0,121.27496019856287
208,208.0,121.81806714093162
209,209.0,122.38302438042149
210,210.0,122.96934081868574
211,211.0,123.57644821406733
212,212.0,124.20370346447714
213,213.0,124.85039116422188
214,214.0,125.51572652005649
215,215.0,126.19885854600247
216,216.0,126.89887352535509
217,217.0,127.61479876896387
218,218.0,128.34560662022852
219,219.0,129.0902186454781
220,220.0,129.8475101152763
221,221.0,130.6163145606236
222,222.0,131.39542861864186
223,223.0,132.18361690857938
224,224.0,132.97961709079243
225,225.0,133.7821450123393
226,226.0,134.58989988899057
227,227.0,135.40156958710145
228,228.0,136.21583582015893
229,229.0,137.0313795036006
230,230.0,137.84688588084836
231,231.0,138.6610497809222
232,232.0,139.47258065360046
233,233.0,140.2802075606707
234,234.0,141.08268406610136
235,235.0,141.87879286499094
236,236.0,142.66735042993912
237,237.0,143.44721122612378
238,238.0,144.21727191989302
239,239.0,144.97647522065347
240,240.0,145.7238135585948
241,241.0,146.45833245206347
242,242.0,147.1791335812257
243,243.0,147.8853776024385
244,244.0,148.57628665093915
245,245.0,149.251146489331
246,246.0,149.90930845704085
247,247.0,150.55019085475948
248,248.0,151.17328026022423
249,249.0,151.77813234398081
250,250.0,152.3643723597614
251,251.0,152.93169536184715
252,252.0,153.4798660139062
253,253.0,154.0087181708116
254,254.0,154.51815396168314
255,255.0,155.00814276131405
256,256.0,155.47871970812366
257,257.0,155.92998400855123
258,258.0,156.36209679003105
259,259.0,156.77527912547203
260,260.0,157.1698091317146
261,261.0,157.54601944577274
262,262.0,157.90429415201507
263,263.0,158.24506563864958
264,264.0,158.56881119050172
265,265.0,158.87604954767414
266,266.0,159.16733718152943
267,267.0,159.44326456692212
268,268.0,159.70445238774693
269,269.0,159.95154754791662
270,270.0,160.18521943351396
271,271.0,160.40615556430424
272,272.0,160.61505811603962
273,273.0,160.81263981885567
274,274.0,160.99961988622127
275,275.0,161.1767208236642
276,276.0,161.34466399949673
277,277.0,161.50416692229263
278,278.0,161.6559392579628
279,279.0,161.80067988780263
280,280.0,161.93907390635184
281,281.0,162.07178976273258
282,282.0,162.1994764053104
283,283.0,162.32276148487944
284,284.0,162.44224866910076
285,285.0,162.55851610054316
286,286.0,162.67211463086517
287,287.0,162.78356689373817
288,288.0,162.8933656985053
289,289.0,163.00197372846753
290,290.0,163.10982274405956
291,291.0,163.2173138989636
292,292.0,163.32481717048563
293,293.0,163.4326723490766
294,294.0,163.54118934851115
295,295.0,163.6506491374081
296,296.0,163.76130503980602
297,297.0,163.87338398181248
298,298.0,163.98708833780188
299,299.0,164.1025975330632
300,300.0,164.22007003441195
301,301.0,164.33964568640488
302,302.0,164.46144790069542
303,303.0,164.58558632690224
304,304.0,164.71215904217604
305,305.0,164.84125562416983
306,306.0,164.97295911562287
307,307.0,165.10734986442583
308,308.0,165.24450695433322
309,309.0,165.38451182460264
310,310.0,165.5274499522577
311,311.0,165.6734147583923
312,312.0,165.82250842726205
313,313.0,165.97484517682005
314,314.0,166.13055336119308
315,315.0,166.28977689877422
316,316.0,166.45267758868403
317,317.0,166.61943592886587
318,318.0,166.79025292184534
319,319.0,166.9653508286159
320,320.0,167.14497407157603
321,321.0,167.3293892741519
322,322.0,167.5188853892891
323,323.0,167.71377397722824
324,324.0,167.91438838310216
325,325.0,168.1210819519397
326,326.0,168.3342284636479
327,327.0,168.5542198781274
328,328.0,168.78146325255886
329,329.0,169.01638087703702
330,330.0,169.25940540876104
331,331.0,169.51097966419843
332,332.0,169.77155070558928
333,333.0,170.04156909513273
334,334.0,170.3214829004014
335,335.0,170.61173623350118
336,336.0,170.91276392867712
337,337.0,171.22498803763747
338,338.0,171.54881293800872
339,339.0,171.88462111353476
340,340.0,172.23276992017082
341,341.0,172.5935857270991
342,342.0,172.96736064307925
343,343.0,173.35434721188523
344,344.0,173.75475487033498
345,345.0,174.1687452838211
346,346.0,174.59643081439344
347,347.0,175.03786665361622
348,348.0,175.4930516209712
349,349.0,175.961921303218
350,350.0,176.4443493353541
351,351.0,176.9401427721558
352,352.0,177.44903903176316
353,353.0,177.97070666312356
354,354.0,178.5047441752372
355,355.0,179.05067797835682
356,356.0,179.6079632195342
357,357.0,180.1759864177535
358,358.0,180.75406265964676
359,359.0,181.34143924061266
360,360.0,181.93729996717002
361,361.0,182.54076524622533
362,362.0,183.15089673485312
363,363.0,183.76670129198584
364,364.0,184.387135124088
365,365.0,185.0111107069472
366,366.0,185.637500310064
367,367.0,186.2651430363111
368,368.0,186.8928525581153
369,369.0,187.5194213335183
370,370.0,188.14363270173826
371,371.0,188.76426368271763
372,372.0,189.38009629880312
373,373.0,189.98992371903853
374,374.0,190.59256145287856
375,375.0,191.1868540456599
376,376.0,191.77168117308247
